Text,Language
कैसा चल रहा है?,Hindi
ये कैसा चल रहा है?। तो आप किसी से मिलते हैं और आप यह कैसे हो रहा है?,Hindi
"वाक्यांश संख्या दो, जब आपने किसी को कुछ समय के लिए नहीं देखा है, तो आप उसे बताएंगे कि कोई समय नहीं है, तो इसका मतलब है कि आपने इस व्यक्ति को शायद हफ्तों या महीनों में नहीं देखा है जब तक कि वाक्यांश संख्या नहीं देखी जाती है। तीन अगर आप पूछना चाहते हैं कि आप क्या कर रहे हैं। आप पूछते हैं कि आपके जीवन में क्या चल रहा था?",Hindi
सब कुछ होने से पहले आप उन्हें उठाने के लिए क्या कर रहे हैं?,Hindi
"अच्छी तरह से आप बस जवाब दे सकते हैं कि सब कुछ वास्तव में अच्छा नहीं है। अगला वाक्यांश शिकायत नहीं कर सकता है कि कोई व्यक्ति आपको कुछ बताता है और आपने वास्तव में बातचीत में इसका उल्लेख नहीं किया है जैसे कि वे किसी भी तरह से अनुमान लगाते हैं कि आपके पास एक नया काम है, और आप उससे पूछते हैं। आपको कैसे मालूम?। आपको यह खबर कैसे लगी पता है अगर कोई एक अच्छा मजाक बताता है तो आप बता सकते हैं कि यह एक अच्छा है। यह एक महान मजाक है इसलिए यह वाक्यांश एक अच्छा है। यदि आप किसी को धन्यवाद देना चाहते हैं, तो आप कह सकते हैं कि यह आपके लिए बहुत बहुत धन्यवाद है कि ऐसा करने के लिए आपका बहुत बहुत धन्यवाद। आपकी सहायता करने की कोशिश कर रहा था, लेकिन आप जो कह सकते हैं, उस तक नहीं पहुँच सके। धन्यवाद वैसे भी यह कोई फर्क नहीं पड़ता, लेकिन वैसे भी धन्यवाद। आपके प्रयास के लिए धन्यवाद। वैसे भी धन्यवाद नहीं, और एक और वाक्यांश जो मैं अपने ईमेल में कभी-कभी उपयोग करता हूं जब मैंने किसी व्यक्ति के लिए नहीं पूछा है। मैं पूछता हूं और फिर अंत में कहता हूं। अग्रिम धन्यवाद, जिसका अर्थ है कि मैं वास्तव में आशा करता हूं कि आप कर रहे हैं। यह पहले से आपको धन्यवाद देता हूं। अग्रिम धन्यवाद अगर किसी ने कोई गलती की है, और वह वास्तव में इसके बारे में परेशान है। आप बस कोई चिंता नहीं कह सकते हैं। चिंता मत करो, चिंता मत करो, जिसका मतलब है कि इसके बारे में चिंता मत करो। यह ठीक है। कोई चिंता नहीं है कि आप घर आए और आपके सभी दोस्त आपके सोफे पर बैठे हों। और तुम यहाँ क्या हो रहा है जैसे तुम यहाँ क्या कर रहे हो?",Hindi
क्या हो रहा है अगर आप कुछ नहीं पकड़ते हैं या यह उस व्यक्ति को समझ नहीं पाया जिसे आप हमेशा पूछ सकते हैं कि क्या मैंने आपको सही किया है?,Hindi
और फिर आगे बढ़ें और समझाएं कि आपको कहाँ मिला था मैंने आपको सही किया?,Hindi
"अगर आप किसी से पूछते हैं कि आप रोने के लिए परेशान न हों तो आप कह सकते हैं कि इसे दिल पर मत लें। इसे गंभीरता से दिल की तरह न लें ताकि परेशान न हों, इसे दिल पर न लें। यह पूछने का एक और तरीका कि क्या आपने वाक्यांश का एक हिस्सा नहीं पकड़ा है, तो आप कह सकते हैं कि मैंने अंतिम शब्द नहीं पकड़ा था। मुझे माफ कर दो। क्या आप इसे दोहरा सकते हैं क्योंकि मैंने अंतिम शब्द को नहीं पकड़ा अगर वह चाहता है कि कोई व्यक्ति पूरे वाक्यांश को फिर से दोहराए। आप सॉरी कह सकते हैं। मैं नहीं सुन रहा था क्योंकि शायद आप व्यस्त थे। शायद आप फोन पर बात कर रहे थे और कोई आपसे बात कर रहा था, और आप पसंद कर रहे हैं। बाप रे बाप। क्षमा करें, मैं नहीं सुन रहा था। क्या आप इसे दोहरा सकते हैं?। मुझे माफ कर दो। मैं एक और वाक्यांश नहीं सुन रहा था जो मैं हर समय उपयोग करता हूं। इससे कोई फर्क नहीं पड़ता कि अगर आप अपनी कॉफी मुझे छोड़ दें तो चिंता न करें। यह ऐसा है जैसे कोई फर्क नहीं पड़ता। मैं ठीक हो जाऊंगा। मैं' वैसे भी कपड़े धोने के लिए जा रहा हूँ। यदि आप किसी को शुभकामना देना चाहते हैं तो कोई बात नहीं। और मैं हमेशा ऐसा करता हूं कि आप कह सकते हैं कि उंगलियां पार हो गई हैं और आप उंगलियों को उस तरह से पार करते हैं। उंगलियों को पार कर। एक और वाक्यांश है कि अमेरिकन्स का उपयोग ओह बुरा है जो इसे समझाता है और। स्थिति यह है कि आपको कुछ नहीं मिला और फिर आपको एक अतिरिक्त प्रभाव मिलता है, और आप इसे प्राप्त करते हैं। और आप ओह की तरह हैं जो इसे बताते हैं जो इसे समझाते हैं। व्यक्ति को परेशान न होने के लिए कहने का एक और तरीका यह है कि आप कह सकते हैं कि चीजें ठीक हो सकती हैं। अगर आपके पास उस व्यक्ति का नाम नहीं है जिससे आप उससे बात करना चाहते हैं तो परेशान न हों। आप कह सकते हैं कि आप जानते हैं कि आपको परेशान करने के लिए खेद है। किसी की व्यस्तता आपको हमेशा परेशान करने के लिए सॉरी कह सकती है और फिर आप आगे जाकर पूछ सकते हैं। आपको परेशान करने के लिए क्षमा करें। यदि आप किसी के बारे में कुछ के बीच में हैं ' आपसे कुछ पूछने के लिए आप ओह कह सकते हैं। आप किसी चीज के बीच में हैं और किसी को किसी के कहने पर आप कुछ ऐसा करने के लिए कह रहे हैं, मुझे खेद है। मैं एक मिनट में आपके साथ रहूँगा और मैं आपके साथ रहूँगा और आप कुछ करना फिर से शुरू करेंगे और आप कहेंगे कि हम कहाँ थे। जैसे कि हम कब रुके थे हम कहाँ थे और आपको इसे दोहराना होगा क्योंकि यह क्या ध्वनि है कि कुछ लोग कुछ गलती करते हैं। इसलिए यह अभ्यास करने का एक शानदार तरीका है कि अगर आप बातचीत के बीच में हैं तो हम फिर से कहाँ थे?",Hindi
और आपको वह नहीं मिला जो दूसरा व्यक्ति कह रहा था आप कह सकते हैं कि आप कह रहे थे और एक प्रश्न चिह्न के साथ। जिसका अर्थ है जो व्यक्ति को एक बार फिर से दोहराने के लिए प्रेरित करता है?,Hindi
"आप कह रहे थे । अगर किसी को अपने सपनों का एक काम मिल गया है जिसे आप भाग्यशाली कह सकते हैं या कोई व्यक्ति अपने सपनों के विश्वविद्यालय में मिला जैसे भाग्यशाली आप यह व्यक्ति को भाग्यशाली मानने के लिए बधाई देने का एक तरीका है या सिर्फ इस बात पर जोर देने के लिए कि वह भाग्यशाली है कि आप कहने का एक और तरीका है तुम सच में गुस्सा हो कह रहे हो कि मैं बाहर बहुत गुस्सा था जैसे मैं बहुत गुस्से में था। बाहर यह बहुत गुस्सा है। ओह, यह लगभग पागल की तरह है। मैंने एक और मुहावरा सुनाया कि देशी वक्ताओं का उपयोग आपके लिए अच्छा है और यह सकारात्मक और नकारात्मक दोनों हो सकता है। वे आपके लिए अच्छे हैं, यह आपके बिना बेहतर होगा और यह एक नकारात्मक अर्थ है इसलिए वास्तव में सूचना को सुनें। अगर आपको कुछ अचरज होता है, तो आप यह भी कह सकते हैं कि हे भगवान!",Hindi
मुझे विश्वास नहीं हो रहा है कि आप मुझे मुस्कुराने के लिए किसी को बताने के लिए मज़ाक कर रहे हैं और खुश रहने के लिए आप हमेशा कह सकते हैं कि खुश रहो। अगर आप चाहते हैं कि कोई व्यक्ति रोने की आवाज़ करे और किसी ऐसी चीज़ के बारे में शिकायत करे जो नहीं हो रही है तो आप कह सकते हैं कि मैं आ सकता हूँ क्या आप इसे कर सकते हैं?,Hindi
"चलो। आप इसे कर सकते हैं आप टोफेल को पास कर सकते हैं आप उस गम को पास कर सकते हैं जो आपको मिल जाएगा। आप ऐसा कर सकते हैं यदि कोई व्यक्ति वास्तव में अच्छा कर रहा है, तो आप उन्हें बता सकते हैं कि अच्छे काम को बनाए रखने के लिए अच्छे काम को बनाए रखें जैसे कि आप हैं और अच्छा काम जारी रखें एक और वाक्यांश बोलचाल है, और यह वही है जो आमेरिकेन है कहते हैं। कि जलाया जाता है जिसका अर्थ है कि अद्भुत है कई अमृत कैलीफ़ोर्निया में कहा गया है। ओह, कि जलाया गया है और आप शायद इसे गाने में सुना है कि ' s lit अगर कोई व्यक्ति विफलताओं के बाद सफल होता है, तो आप कह सकते हैं कि आप वहां जाते हैं, मैंने आपको बताया कि आप इसे बनाने जा रहे हैं, अगर आप थक गए हैं तो आप किसी से पूछ रहे हैं और आप यह कहना चाहते हैं कि आप बिल्कुल नहीं थक रहे हैं थोडा नहीं कह सकते। मैं इसे जारी रखना चाहता हूं, जब मैं आपसे पूछ रहा हूं कि कोई आपको थका नहीं है, तो आपको यकीन है कि आप कह सकते हैं कि इसमें कोई जगह नहीं है?",Hindi
अमेरिका में संदेह के लिए कोई जगह नहीं है यदि आप किसी को एसएमएस करना चाहते हैं या उन्हें एक संदेश भेजते हैं जिसे आप पाठ को पाठ कहते हैं तो मैं आपको पाठ लिखूंगा जिसका मतलब है कि मैं आपको व्हाट्सएप या टेलीग्राम या संदेशवाहक के माध्यम से एक संदेश भेजूंगा जिसका उपयोग मैं करूँगा पाठ आप फिर से किसी को खुश करने के लिए उन्हें बताने के लिए परेशान न होने के लिए आप कह सकते हैं कि यह इसके लायक नहीं है जैसे आप क्यों रो रहे हैं?,Hindi
यह इसके लायक नहीं है। आप उस समस्या से बहुत बेहतर हैं जिसके बारे में आप रो रहे हैं ' अपने आँसुओं के लायक नहीं है। यह इस लायक नहीं है कि मैं व्यक्तिगत रूप से आपको पसंद किए जाने वाले वाक्यांश से प्यार करता हूं जिसका अर्थ है कि आप अद्भुत हैं। बाप रे बाप। तुम चट्टान तुम चट्टान?,Hindi
"नहीं, आपने एक अद्भुत काम किया है। यदि आप किसी की वास्तव में अच्छी तरह से काम नहीं कर रहे हैं, तो आप रॉक करते हैं, और आप चाहते हैं कि वे कड़ी मेहनत करें आप कह सकते हैं कि आपको एक अतिरिक्त मील जाना चाहिए जिसका मतलब है कि कड़ी मेहनत की तरह आपको एक अतिरिक्त मील जाना चाहिए। एक ही रास्ता कहने का एक ही तरीका है कि आप अपने खेल को आगे बढ़ा सकते हैं जैसे कि कड़ी मेहनत करना आपके खेल को बेहतर बनाना। अगर किसी का रोना है और वह नहीं चाहता है। यह कहता है कि आप अपने आप को एक साथ खींचते हैं जैसे कि शाब्दिक रूप से खुद को खींचते हैं और अपने आप को एक साथ खींचते हैं काम करना बंद करो रोना अपने आप को एक साथ खींचें। हे ने अपने आप को एक और वाक्यांश के साथ शांत किया। मुझे तुमसे प्यार है क्योंकि मैंने कभी-कभी लोगों को अपनी यात्रा का वर्णन किया है या किसी ने उन्हें खरीदा है और वे वर्णन करते हैं कि यह कितना अच्छा है। और वे जैसे हैं मैं वैसा ही सामान खरीदना चाहता हूं और मैं उनसे कहता हूं कि आपने इसे बेच दिया, आपने मुझे बेच दिया, मैं यह नहीं खरीदूंगा, अगर आपने बातचीत में रुचि नहीं ली तो आपने मुझे बेच दिया। आप बैठे हैं जैसे आप कह सकते हैं कि मैं कम देखभाल नहीं कर सकता यह इतना उबाऊ है। मुझे कोई दिलचस्पी नहीं है। अगर आप किसी से कुछ पूछ रहे हैं तो मैं कम परवाह नहीं कर सकता हूं और यह आपके लिए एक बहुत आसान निर्णय है जैसे कि कोई कहता है कि आप मेरा 1 मिलियन डॉलर लेते हैं और आप कहते हैं कि यह एक बिना दिमाग वाला है। मैं इसे ले जाऊँगा। यह एक नो-ब्रेनर है इसका मतलब है कि यह आपके लिए एक बहुत ही आसान निर्णय है यदि आपने कुछ गलत किया है और आप इसे स्वीकार करते हैं तो आप कह सकते हैं कि मैंने लोगों को डरा दिया है। मुझे पता है। मुझे माफ कर दो। मैं बँधा हुआ। यह मेरी गलती है। मैं खराब हो गया मैं इसे खराब कर दिया अगर आप चाहते हैं कि कोई मेरे बजाय काम करे तो आप कह सकते हैं। क्या आप मुझे कवर कर सकते हैं जैसे कि आप मेरे बजाय काम कर सकते हैं ' मैं अपने दोस्त को देख रहा हूँ क्या आप मुझे कवर कर सकते हैं यह छोड़ने का समय है और दोस्तों मैं बेहतर जा रहा हूं जिसका मतलब है कि मुझे पहले से ही जाना चाहिए। यह आपको पता है यह वास्तव में 1 9 बजे है। अभी से ही। मैं बेहतर अलविदा कहने के लिए एक और रास्ता जा रहा हूँ। मैं कह सकता हूं कि देखभाल करें, जिसका अर्थ है अपना ख्याल रखना। मैं तुम्हे बाद में देख लूंगा। ख्याल रखना। मुझे नहीं पता कि यह वीडियो देखने के बाद आप किस दिन हैं, लेकिन अगर यह उदाहरण के सप्ताहांत के लिए शुक्रवार है। आप कह सकते हैं कि शुक्र है कि शुक्र है या लगता है कि आकाश ने शनिवार की सप्ताहांत की खोज को कहा है। मैं बहुत खुश था, यह अंग्रेजी में 50 वाक्यांशों के लोग थे मुझे बताएं कि क्या यह इस वीडियो को पसंद करने और नीचे टिप्पणी करने से मददगार था यदि आप किसी भी अधिक शांत वाक्यांशों को जानते हैं। यह बहुत अच्छा होगा कि कहीं पर एक लाल बटन है। नमस्ते और आपका स्वागत है। इस वीडियो में मैं आपको 100 सामान्य और बहुत उपयोगी वाक्य दूंगा जिन्हें आप बातचीत में उपयोग कर सकते हैं। जब आप मेरे बाद यह कहते हुए एक वाक्य अभ्यास सुनते हैं। मेरे उच्चारण को मेरे द्वारा उपयोग किए जाने वाले स्वर के स्वर सहित कॉपी करने का प्रयास करें। ठीक है चलो शुरू करते हैं। मूल अभिवादन कैसा चल रहा है?",Hindi
कैसा चल रहा है?,Hindi
और बताओ क्या हो रहा है?,Hindi
तुमसे मिलना अच्छा। बहुत समय से मिले नहीं। क्या आप?,Hindi
बहुत बहुत शुक्रिया। आप कैसे हैं?,Hindi
बहुत ज्यादा नहीं। सामान्य। मुझे जाना है। यह एक खुशी की मुलाकात थी जिसे आप बाद में देखते हैं। संपर्क में रहना। जानकारी के लिए पूछा जाना। क्या आप मुझे बता सकते हैं कि इस शब्द का क्या अर्थ है?,Hindi
क्या आपको पता होगा कि पुस्तकालय कहाँ है?,Hindi
झिझक रहा है। यह एक अच्छा सवाल है। मुझे देखने दो। एक पल के लिए मुझे सोचने दो। दुबारा दोहराने के लिए पूछें। क्षमा कीजिय?,Hindi
"क्षमा करें, मैंने ऐसा नहीं पकड़ा। क्या आप इसे दोहराएंगे?",Hindi
"क्या आप थोड़ा और धीरे बोल सकते हैं, कृप्या अ?",Hindi
"""मुझे नहीं पता""। मुझे डर है कि मुझे कुछ पता नहीं है। वहाँ आपकी मदद नहीं कर सकता, क्षमा करें। मुझे पता नहीं। राय। उसके बारे में आप क्या सोचते हैं?",Hindi
इस पर आपके क्या विचार हैं?,Hindi
"मुझे लगता है कि यह एक अच्छा विचार है। मैं ईमानदारी से नहीं लगता कि यह काम करने जा रहा है। जहाँ तक मेरा सवाल है, यह शहर का सबसे अच्छा रेस्तरां है। एक सवाल से बचना। मैं इस मामले पर एक राय नहीं है। मुझे उस पर वापस आने दो। मैं कहने के लिए स्वतंत्रता पर नहीं हूँ। सहमत और असहमति जताई। मैं और अधिक सहमत नहीं हो सकता। आप बिल्कुल सही कह रहे है। मैं आपसे 100% सहमत हूँ। तुमने सिर पर कील ठोक दी है। मुझे यकीन नहीं है मैं सहमत हूँ मुझे डर है कि मैं असहमत हूं। मुझे लगता है कि आप गलत हैं। विनम्रता से व्यवधान डालना। आपको बाधित करने के लिए खेद है। क्या मैं आपको एक पल के लिए वहाँ रोक सकता हूँ?",Hindi
क्या आपको बुरा लगा अगर मैं यहाँ कूद जाऊं?,Hindi
आगे बढ़ें। ज़रूर जाना। मुझे खत्म करते हैं। एक पल के लिए रुकें। सुझाव। आप क्या कहते हैं कि हम फिल्मों में जाते हैं?,Hindi
कैसे आज रात के खाने के लिए पिज्जा के बारे में?,Hindi
"वह महान होगा। मुझे अच्छा लगता है। मैं इस बारे में निश्चित नहीं हूं। नहीं, मुझे ऐसा नहीं लगता। योजना बनाना। तुम आज रात क्या कर रहे हो?",Hindi
कल के लिए कोई योजना मिली?,Hindi
क्या आप अगले शनिवार को स्वतंत्र हैं?,Hindi
क्या आप इस सप्ताह के अंत में कुछ करना चाहते हैं?,Hindi
"यकीन है, आपके मन में क्या है?",Hindi
"मैं सभी सप्ताहांत मुक्त हूँ, चलो कुछ करते हैं। नहीं, क्षमा करें, मैंने पहले से ही कुछ योजनाओं को पागल कर दिया है। मैं कल की तरह व्यस्त हूँ। मैं कुछ करने के लिए प्यार करता हूँ, लेकिन मैं नहीं कर सकता। अनुमति। क्या आपको बुरा लगा अगर मैं आपके सेल फोन का उपयोग करूं?",Hindi
अगर मैं कल का दिन निकाल दूं तो यह ठीक होगा?,Hindi
"हाँ, कृपया सुनिश्चित करें, आगे बढ़ें। नहीं, बिलकुल नहीं। दुर्भाग्य से, मुझे नहीं कहना है। मैं नहीं बल्कि आप चाहते थे। मुझे डर है मैं कर रहा हूँ अनुरोध करना। क्या आप मुझे नमक देंगे, कृप्या अ?",Hindi
क्या आप मुझे कुछ पैसे उधार देने का मन करेंगे?,Hindi
"मैं सोच रहा था कि क्या यो मेरी मदद कर सकता है। बिलकुल कोई परेशानी नही। हाँ बिलकुल। मुझे मदद करने में खुशी होगी। क्षमा करें, मैं अभी नहीं कर सकता। मुझे डर है कि मैं नहीं कर सकता। प्रस्ताव बनाना। क्या मैं आपको एक गिलास पानी पिला सकता हूँ?",Hindi
कैसे कुछ आइसक्रीम के बारे में?,Hindi
क्या आप मुझे एक सवारी घर देना चाहेंगे?,Hindi
"जी बोलिये। यह बहुत अच्छा होगा, धन्यवाद। मैं ठीक हूँ, लेकिन पेशकश के लिए धन्यवाद। नहीं, मैं अच्छा हूँ, धन्यवाद। लोगों को धन्यवाद। बहुत - बहुत धन्यवाद। चीयर्स मैं वास्तव में इसकी सराहना करता हूं। आप बहुत दयालु हैं। मैं आपको पर्याप्त धन्यवाद नहीं दे सकता। यह कुछ भी नहीं है। इसका उल्लेख न करें। किसी भी समय। मेरा सौभाग्य। किसी को इंतजार करने के लिए कहना। क्या आप समय पर पकड़ सकते हैं, कृपया?",Hindi
